name,category,description
lsh lifestyle hotel,hotel,luxo como estilo de vida localizado de frente para a praia da barra da tijuca proxima a mundialmente famosa praia do pepe o lsh hotel foi inaugurado em 2016 e e um dos mais luxuosos hoteis do rio de janeiro aproveite uma decoracao moderna e um design fruto do trabalho de alguns dos mais renomados arquitetos do mundo em quartos revestidos com o mais rico e exotico marmore turco marcenaria italiana torneiras importadas revigorantes chuveiros rainshower e moveis com design exclusivo do hotel todas as habitacoes possuem uma espacosa varanda privativa muitas das quais com espetaculares vistas para o mar e para as montanhas alem de tv de led de 50 polegadas wifi gratuito macios lencois de 300 fios de algodao roupoes de banho chinelos e toiletries loccitane os hospedes que procuram algo ainda mais exuberante podem perder o folego nas piscinas particulares de nossas suites de ate 400 m2 com salas areas de estar e vista frontal para o mar a piscina debrucada no oceano atlantico com borda infinita e fundo de vidro e o lugar ideal para relaxar em uma das nossas cabanas privadas ou aproveitar uma bebida enquanto curte o espetacular por do sol no bar se preferir tambem pode aproveitar o clima descontraido em nosso iconico bar no lobby nos arredores a distancia de poucos passos toda a rica diversidade do polo gastronomico e da vida noturna do jardim oceanico estao a sua disposicao com uma infinidade de bares restaurantes e clubs ou se preferir saboreie dentro do hotel a culinaria do esplanada grill a mais premiada casa de carnes do rio de janeiro que tambem assina nosso servico de quarto a um raio de 15 minutos de carro esta o mais luxuoso centro de compras do rio de janeiro village mall alem de casas de espetaculo arenas de shows e esportivas dois campos de golf e tudo que o rio de janeiro tem a oferecer voce tambem esta a 10 minutos de caminhada da estacao de metro da barra da tijuca a espacosa area de eventos do hotel com 4 saloes ricamente acabados e com capacidade total de 560 pessoas tornam o hotel ideal para eventos especiais de todos os tamanhos
velinn reserva copacabana,pousada,situado no rio de janeiro a 400 metros da praia de copacabana e a 5 km da lagoa rodrigo de freitas o velinn reserva copacabana oferece acomodacoes com wifi gratuito arcondicionado bar e lounge compartilhado ha um banheiro privativo totalmente equipado com chuveiro e secador de cabelo para sua comodidade um cafe da manha continental e servido diariamente ha uma churrasqueira e um terraco na propriedade e voce pode fazer trilhas nas proximidades o velinn reserva copacabana fica a 6 km do jardim botanico do rio de janeiro e a 8 km do pao de acucar o aeroporto santos dumont e o mais proximo situado a 8 km da acomodacao que pode providenciar servico de transfer aeroporto por um custo adicional
clh suites copacabana domingos ferreira,flat/apart hotel,viva o rio com a melhor energia suites super confortaveis 100 equipadas com camas banheiro privativo ar condicionado e wifi excelente qualidade pelo melhor preco em uma localizacao sem igual a tao somente uma quadra da praia mais famosa do mundo aproveite um deliciosa cafedamanha caseiro e saia pra passear pelo calcadao nossa equipe de profissionais esta pronto e ansioso pra brindarlhe uma estadia maravilhosa o que voce esta esperando venha aproveitar copacabana conosco
hotel atlantico praia,hotel,pblocalizacao do estabelecimentob br em rio de janeiro na area de copacabana hotel atlantico praia esta a 5 minutos de carro de shopping rio sul e de pao de acucar este hotel na praia fica a 36 km de praia vermelha e a 41 km de mirante do pasmadoppbquartosb br sintase em casa em um de nossos 111 quartos com arcondicionado frigobares e tvs lcd wifi de cortesia esta disponivel para manter voce conectado banheiro privativo com chuveiros apresenta produtos de toalete de cortesia e secadores de cabelo as comodidades incluem cofres e escrivaninhas alem disso o servico de arrumacao nos quartos e fornecido diariamenteppbcomodidadesb br aproveite as comodidades recreativas como uma piscina externa ou aprecie a vista em um jardim este hotel oferece comodidades adicionais como wifi de cortesia e servicos de conciergeppbalimentacaob br saboreie uma deliciosa refeicao no um restaurante ou hospedese no local e aproveite o servico de quarto horario limitado deste hotel feche o fia com uma bebida refrescante em um barlounge um cafe da manha buffet de cortesia e servido diariamente entre 6h00 e 10h00p
diroma internacional resort bvtur,resort,conforto e tranquilidade e o que lhe espera no diroma international resort um condominio de lazer localizado na maior estancia hidrotermal do mundo um complexo para o seu lazer e de sua familia apartamentos com tv frigobar telefone ar condicionado som ambiente varanda e demais complementos para todo o requinte e conforto de nossos hospedes gastronomia ambientes confortaveis alem de um atendimento que da gosto e o melhor da cozinha nacional esperando por voce no coracao do brasil bom apetite esporte e recreacao nosso hotel conta com uma programacao de lazer voltada para todas as idades caminhadas hidroginastica recreacao infantil jogos e muito mais sala para eventos nosso hotel oferece excelente espaco para realizacao de seu evento uma sala com capacidade para auditorio
praias do lago eco resort,resort,a sua praia exclusiva em caldas novas no praias do lago eco resort voce e sua familia tem tudo que precisam em um so lugar o mais novo resort de caldas novas conta com uma estrutura sem igual com complexo de lojas centro gastronomico piscinas termais ofuros academia brinquedoteca cinema parque aquatico infantil equipe de lazer para todas as idades e muito mais tudo isso em meio a natureza exuberante as margens do lago corumba um pedaco do litoral no paraiso das aguas quentes em goias entrega um mar de diversao para toda familia
apartment diroma resort achei ferias,resort,pblocalizacao do estabelecimentob br em caldas novas este aparthotel fica a cerca de 10 minutos de carro de sesc servico social do comercio e de jardim japones este aparthotel para familias fica a 247 km de hot parque e a 15 km de monumento das aguas quentesppbquartosb br este aparthotel com arcondicionado cozinhas geladeiras e cooktops tem tudo para deixar voce confortavel disponibilizamos wifi de cortesia para mantelo conectado as comodidades incluem microondas e o servico de arrumacao nos quartos e oferecido uma vez por estadiappbcomodidadesb br relaxe em uma das 6 piscinas externas ou 3 banheiras de hidromassagem e aproveite outras instalacoes recreativas incluindo um toboagua este aparthotel tambem oferece wifi de cortesia e sala de jogosppbalimentacaob br este aparthotel oferece aos hospedes deliciosas opcoes de refeicao no um restaurante ou na lanchonetedelicatessenp
plaza inn small town flat,hotel,com localizacao central em sao paulo o plaza inn small town flat fica a 10 minutos de carro do expo center norte e da igreja mundial do poder de deus este aparthotel esta a 92 km da avenida paulista e a 99 km do allianz parque sintase em casa em um dos nossos 104 quartos com arcondicionado e cozinhas americanas as tvs lcd com programas digitais garantem sua diversao enquanto o wifi de cortesia mantem voce conectado as comodidades incluem cofres e salas de estar separadas alem disso o servico de arrumacao nos quartos e fornecido diariamente aproveite as instalacoes recreativas que incluem uma piscina externa uma quadra de tenis externa e uma sauna seca experimente as deliciosas opcoes de almoco ou jantar no terraco sunset o restaurante deste aparthotel ou hospedese no local e aproveite o servico de quarto horario limitado feche o dia com uma bebida refrescante em um barlounge um cafe da manha buffet de cortesia e servido diariamente entre 7h00 e 10h00
portobello praia resort porto seguro,resort,com excepcional localizacao frente ao mar na praia de taperapua a 65 km do centro e 07 km do aeroporto podese desfrutar da beleza natural da praia durante o dia e toda a badalacao da orla a noite
resort la torre,resort,la torre resort em porto seguro onde conforto e servicos excepcionais sao os nossos compromissos o la torre resort esta localizado em porto seguro em uma das mais belas faixas de praias que o brasil tem para oferecer cada apartamento do la torre resort esta harmonicamente projetado para expressar nosso compromisso pessoal de oferecer total conforto para os nossos hospedes durante a estada em nosso hotel
ondas praia resort,resort,somos o ondas por um motivo o natural nos pertence como o brasil tambem somos casas de um verde exuberante arvores tipicas e temos uma relacao intima com o mar somos cercados por ele e ficamos a metros da areia da praia ainda temos programacoes de pura diversao para voce e sua familia adultos e criancas isso tudo banhado pelo delicioso sol baiano e animado por nossos recreadores incansaveis o empreendimento beiramar compreende 32000 metros quadrados de area o hotel tambem conta com uma estrutura dotada de 484 quartos com 445 metros quadrados a fim de comportar familias inteiras confortavelmente em regime de diversao total e ininterrupta este hotel tem protocolo especial covid 19 e e obrigatorio o web checkin antecipado acesse a pagina httpswamcleansafeondasresortcombr que garantira a diversao de sempre mas com seguranca redobrada
charlie nun itaim,flat/apart hotel,0
novotel sp jardins,hotel,o novotel sp jardins conta com uma otima localizacao a 1km da avenida paulista ficando proximo a rua oscar freire ao museu de arte de sao paulo masp e com facil acesso ao aeroporto de congonhas o hotel situado no bairro jardins em sao paulo alem de facilidades como internet wireless e salas de reunioes conta com academia piscina e sauna
life residence,hotel,aparthotel no coracao de belo horizonte com as melhores comodidades quartos com cozinha e sala espacos para hospede com piscina spa area gourmet e uma equipe bilingue para melhor atendelos
chales do beto em macacos,hotel fazenda,0
san diego apart hotel,flat/apart hotel,0
bh para 2 orla da pampulha apartamento particular,flat/apart hotel,0
pousada vila da serra quarto do amor,pousada,0
executive suite 106a vila olimpia,hotel,0
blue tree towers,hotel,localizado em são paulo O blue tree towers oferece serviços de qualidade com piscina academia restaurante e excelente localização perto de centros comerciais e culturais O hotel é ideal para viagens de negócios e lazer com acesso fácil ao aeroporto de congonhas
pousada do lago,pousada,em meio à natureza e com vista para o lago A pousada do lago oferece aconchego e tranquilidade Além de uma gastronomia especializada em pratos locais Ideal para quem deseja um refúgio no campo próximo a pontos turísticos da cidade histórica
premium business hotel,hotel,hotel de negócios com localização privilegiada em são paulo Oferece fácil acesso ao centro financeiro e áreas comerciais Contando com suítes modernas salas de reunião e restaurante Ideal para executivos
hotel cabana,pousada,uma pousada aconchegante em uma área rural Fica a 30 minutos de belo horizonte e oferece ambientes tranquilos gastronomia local e uma experiência autêntica no campo com passeios de ecoturismo
santos flat,flat/apart hotel,localizado na praia de santos O flat oferece suítes modernas e confortáveis com cozinha equipada Ideal para famílias e turistas que procuram conforto e praticidade com fácil acesso à praia e ao centro comercial
pousada recanto do sossego,pousada,situada em um ambiente tranquilo e rodeada pela natureza A pousada recanto do sossego oferece atividades como trilhas yoga e uma culinária mineira deliciosa Ideal para casais e famílias que buscam descanso e lazer
hotel paulista,hotel,com localização estratégica O hotel paulista está próximo à avenida paulista e oferece aos seus hóspedes acomodações confortáveis restaurante serviços de transporte e fácil acesso aos principais pontos turísticos de são paulo
hotel rural fazenda boa vista,hotel fazenda,em uma fazenda histórica com produção orgânica O hotel rural fazenda boa vista oferece hospedagem com cozinha caseira atividades de lazer e contato direto com a natureza Ideal para quem deseja uma experiência rural única
serra verde resort,resort,localizado em uma área verde com vista para as montanhas O serra verde resort oferece diversas atividades ao ar livre como caminhadas e passeios de bicicleta além de piscina spa e restaurante gourmet
hostel casa verde,hostel/albergue,o hostel casa verde é um lugar descontraído e econômico Ideal para mochileiros e jovens viajantes Com uma cozinha compartilhada quartos coletivos e atividades sociais O ambiente é perfeito para fazer novas amizades
pousada dos campos,pousada,pousada em uma cidade histórica com arquitetura colonial A pousada dos campos é rodeada por jardins e oferece um ambiente acolhedor com quartos confortáveis café da manhã caseiro e acesso fácil a pontos turísticos
vila das flores,pousada,localizada no interior de são paulo A pousada vila das flores oferece uma atmosfera romântica e tranquila com jardins bem cuidados chalés confortáveis e restaurante com gastronomia local Ideal para casais em busca de descanso
ibis sp morumbi,hotel,com localização estratégica no bairro morumbi O ibis oferece acomodações modernas e práticas para viagens de negócios e lazer com fácil acesso ao shopping center e ao centro de convenções além de transporte para o aeroporto
resort do lago,resort,localizado em uma das mais belas áreas turísticas do estado O resort do lago oferece uma experiência única com atividades aquáticas spa culinária internacional e estrutura de lazer completa Ideal para férias em família
hotel viva sp,hotel,o hotel viva sp combina conforto e sofisticação com excelente localização no centro de são paulo Próximo a teatros museus e restaurantes renomados Ideal para quem busca conveniência e qualidade
eco resort,pousada,pousada ecológica em uma área preservada de mata atlântica Os hóspedes podem desfrutar de trilhas observação de aves e refeições preparadas com ingredientes locais Perfeito para quem deseja uma experiência ecológica e sustentável
pousada da serra,pousada,situada nas montanhas A pousada da serra oferece vistas incríveis e atividades ao ar livre como caminhadas e passeios a cavalo além de quartos aconchegantes e café da manhã com produtos locais
charme hotel,hotel,localizado no centro de campinas O charme hotel oferece quartos confortáveis e modernos além de restaurante com pratos contemporâneos Ideal para hóspedes que buscam conforto e praticidade em uma localização central
aqua resort,resort,o aqua resort é ideal para famílias e casais que buscam diversão e descanso em um ambiente paradisíaco Com piscina aquecida atividades de lazer e uma estrutura completa de spa e restaurantes
pousada encanto do vale,pousada,pousada aconchegante no interior de são paulo Com quartos que oferecem vista para a montanha ambiente tranquilo e culinária caseira Ideal para quem deseja relaxar e explorar as belezas naturais da região
hotel estrela do sul,hotel,localizado no centro de belo horizonte O hotel estrela do sul oferece hospedagem confortável com café da manhã incluso transporte para os principais pontos turísticos e serviço de excelência
resort das dunas,resort,localizado no litoral nordestino O resort das dunas oferece uma experiência única com atividades de praia piscina e gastronomia de alto nível Ideal para quem deseja descansar e aproveitar o sol
hotel boutique dos artesãos,hotel,um hotel boutique localizado em uma área tranquila de são paulo Com decoração contemporânea e artística oferece quartos únicos e refeições preparadas por chefs renomados Ideal para quem busca um ambiente diferenciado
sophia hotel,hotel,localizado no centro de são paulo O sophia hotel oferece fácil acesso aos principais centros comerciais e culturais além de suítes modernas e restaurante com culinária internacional
hotel recanto dos passáros,hotel fazenda,localizado no interior de minas gerais O hotel recanto dos passáros oferece uma experiência rural única com atividades como observação de aves trilhas e culinária típica mineira
pousada montanha verde,pousada,pousada situada no alto da serra oferecendo uma vista deslumbrante para o vale A pousada montanha verde oferece um ambiente acolhedor ideal para casais e famílias em busca de tranquilidade e contato com a natureza
pousada casarão,pousada,pousada histórica no centro de ouro preto com arquitetura colonial e decoração que remete ao passado A pousada casarão oferece quartos elegantes e um ambiente tranquilo Ideal para quem busca cultura e descanso
terraço hotel,hotel,hotel no centro de curitiba O terraço hotel oferece acomodações confortáveis e um serviço de qualidade com fácil acesso ao centro de convenções e aos principais pontos turísticos da cidade
resort paraíso,pousada,resort no litoral de santa catarina Com suítes de luxo spa e restaurante com gastronomia internacional Perfeito para quem busca conforto e relaxamento à beira-mar
hotel das águas,hotel,famoso por sua localização em um centro termal O hotel das águas oferece quartos confortáveis e banhos termais além de serviços de spa e restaurante especializado em pratos à base de peixes frescos
mistral hotel,hotel,hotel de charme localizado no rio de janeiro Com serviços diferenciados como transporte personalizado restaurante gourmet e spa Ideal para viagens românticas e de descanso
hotel rio das pedras,hotel,localizado em um bairro tradicional de são paulo O hotel rio das pedras oferece acomodações confortáveis e café da manhã incluso além de transporte para os principais centros turísticos e comerciais
pousada bela vista,pousada,pousada situada em uma colina Oferece quartos com vista panorâmica para o vale A pousada oferece atividades como yoga meditação e refeições orgânicas Ideal para quem busca saúde e bem-estar
flat villa do sol,flat/apart hotel,com suítes que possuem cozinha equipada O flat villa do sol é ideal para quem deseja conforto e praticidade próximo a centros comerciais e pontos turísticos da cidade
tropical hotel,hotel,o tropical hotel está situado em um local privilegiado próximo a parques e áreas verdes Com uma excelente estrutura de lazer e confortáveis suítes o hotel é perfeito para turistas e viagens de negócios
pousada paraíso do campo,pousada,situada no interior de são paulo A pousada paraíso do campo oferece chalés com lareira atividades rurais e culinária caseira Ideal para quem deseja uma experiência no campo

